tomo_id,tp,fp,fn,precision,recall,f1,f2,num_pred,num_gt,pred_coords_vox,gt_coords_vox
tomo_2daaee,0,0,4,0.0,0.0,0.0,0.0,0,4,[],"[[0, 82, 115], [24, 84, 113], [77, 22, 100], [7, 78, 114]]"
tomo_319f79,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[9, 34, 51]]"
tomo_3264bc,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_32aaa7,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[70, 70, 88]]"
tomo_37076e,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[45, 51, 41]]"
tomo_372a5c,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[93, 97, 56]]"
tomo_375513,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[118, 77, 31]]"
tomo_37c426,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_38c2a6,1,4,0,0.1999999996,0.9999999900000002,0.33333332944444444,0.5555555493827161,5,1,"[[120, 81, 31], [121, 72, 40], [120, 95, 27], [79, 96, 29], [83, 82, 35]]","[[127, 92, 28]]"
tomo_39b15b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_401341,1,2,0,0.3333333322222222,0.9999999900000002,0.49999999375000004,0.714285706122449,3,1,"[[81, 85, 99], [92, 82, 101], [62, 90, 98]]","[[80, 82, 100]]"
tomo_412d88,1,10,0,0.09090909082644627,0.9999999900000002,0.16666666486111115,0.3333333297777778,11,1,"[[65, 85, 103], [37, 84, 103], [38, 27, 80], [21, 88, 67], [56, 28, 81], [71, 15, 38], [34, 35, 84], [38, 17, 34], [72, 88, 65], [19, 82, 91], [49, 22, 31]]","[[3, 14, 38]]"
tomo_417e5f,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[127, 60, 77]]"
tomo_4469a7,0,13,0,0.0,1.0,0.0,0.0,13,0,"[[116, 79, 82], [117, 74, 83], [119, 71, 83], [96, 71, 84], [79, 63, 82], [50, 66, 81], [72, 84, 66], [121, 85, 68], [84, 86, 64], [40, 70, 81], [90, 84, 85], [46, 76, 78], [90, 87, 82]]",[]
tomo_466489,0,12,0,0.0,1.0,0.0,0.0,12,0,"[[116, 51, 91], [115, 55, 92], [113, 46, 89], [11, 45, 83], [20, 50, 89], [53, 48, 89], [63, 46, 87], [51, 54, 92], [73, 42, 81], [64, 45, 70], [64, 44, 76], [34, 43, 81]]",[]
tomo_47d380,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_48dc93,0,0,2,0.0,0.0,0.0,0.0,0,2,[],"[[22, 98, 64], [8, 97, 68]]"
tomo_499ee0,0,5,0,0.0,1.0,0.0,0.0,5,0,"[[68, 64, 47], [121, 67, 47], [86, 63, 47], [42, 67, 46], [11, 69, 46]]",[]
tomo_4e1b18,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_4e478f,1,3,0,0.249999999375,0.9999999900000002,0.3999999952,0.6249999929687501,4,1,"[[35, 59, 24], [69, 89, 39], [66, 60, 25], [37, 88, 40]]","[[31, 62, 22]]"
tomo_4ed9de,0,2,1,0.0,0.0,0.0,0.0,2,1,"[[21, 90, 112], [35, 88, 113]]","[[87, 97, 99]]"
tomo_513010,0,2,1,0.0,0.0,0.0,0.0,2,1,"[[19, 23, 52], [11, 34, 37]]","[[42, 20, 69]]"
tomo_5308e8,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_532d49,0,1,1,0.0,0.0,0.0,0.0,1,1,"[[4, 73, 44]]","[[0, 69, 35]]"
tomo_53c71b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_56b9a3,1,6,0,0.14285714265306124,0.9999999900000002,0.24999999718750004,0.45454544958677695,7,1,"[[21, 38, 70], [13, 37, 67], [51, 38, 67], [5, 59, 88], [5, 52, 85], [13, 36, 49], [22, 36, 55]]","[[0, 41, 69]]"
tomo_5764d6,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 94, 77]]"
tomo_603e40,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[32, 16, 51]]"
tomo_651ecd,1,1,0,0.4999999975,0.9999999900000002,0.6666666577777778,0.8333333236111112,2,1,"[[39, 59, 47], [64, 58, 48]]","[[66, 61, 46]]"
tomo_6521dc,0,2,0,0.0,1.0,0.0,0.0,2,0,"[[41, 101, 81], [110, 96, 78]]",[]
tomo_675583,1,4,0,0.1999999996,0.9999999900000002,0.33333332944444444,0.5555555493827161,5,1,"[[76, 60, 110], [67, 65, 110], [63, 70, 108], [93, 64, 110], [111, 66, 110]]","[[101, 75, 106]]"
tomo_67ff4e,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_6a84b7,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_6acb9e,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 75, 115]]"
tomo_6cf2df,0,0,2,0.0,0.0,0.0,0.0,0,2,[],"[[127, 36, 69], [127, 14, 60]]"
tomo_6f2c1f,1,3,0,0.249999999375,0.9999999900000002,0.3999999952,0.6249999929687501,4,1,"[[114, 72, 45], [115, 80, 46], [122, 92, 38], [122, 97, 34]]","[[127, 81, 45]]"
tomo_73173f,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[56, 90, 78]]"
tomo_736dfa,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_754447,0,0,2,0.0,0.0,0.0,0.0,0,2,[],"[[15, 29, 61], [32, 31, 59]]"
tomo_7a9b64,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[39, 54, 65]]"
tomo_8554af,0,1,1,0.0,0.0,0.0,0.0,1,1,"[[4, 27, 69]]","[[7, 34, 76]]"
tomo_868255,1,2,0,0.3333333322222222,0.9999999900000002,0.49999999375000004,0.714285706122449,3,1,"[[115, 52, 112], [107, 60, 112], [89, 61, 112]]","[[127, 50, 108]]"
tomo_88af60,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_8c13d9,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[33, 61, 39]]"
tomo_8d231b,0,5,0,0.0,1.0,0.0,0.0,5,0,"[[109, 87, 24], [78, 62, 113], [39, 50, 115], [32, 56, 115], [90, 57, 116]]",[]
tomo_8d5995,0,5,0,0.0,1.0,0.0,0.0,5,0,"[[66, 78, 69], [122, 74, 70], [68, 81, 64], [122, 77, 68], [43, 81, 63]]",[]
tomo_93c0b4,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 91, 44]]"
tomo_957567,0,1,0,0.0,1.0,0.0,0.0,1,0,"[[13, 37, 48]]",[]
tomo_98d455,1,4,0,0.1999999996,0.9999999900000002,0.33333332944444444,0.5555555493827161,5,1,"[[66, 35, 100], [82, 102, 23], [113, 102, 22], [41, 35, 100], [65, 35, 89]]","[[87, 107, 22]]"
tomo_9997b3,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[127, 65, 61]]"
tomo_9a7701,0,0,6,0.0,0.0,0.0,0.0,0,6,[],"[[0, 36, 12], [34, 30, 102], [20, 32, 104], [43, 33, 106], [5, 35, 12], [27, 35, 107]]"
tomo_9cde9d,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_a020d7,1,2,0,0.3333333322222222,0.9999999900000002,0.49999999375000004,0.714285706122449,3,1,"[[120, 57, 42], [111, 68, 42], [120, 79, 46]]","[[116, 60, 44]]"
tomo_a0cb00,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[2, 71, 97]]"
tomo_a4f419,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_a549d6,0,0,2,0.0,0.0,0.0,0.0,0,2,[],"[[84, 47, 101], [11, 36, 106]]"
tomo_ab78d0,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_abbd3b,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_ae347a,0,0,2,0.0,0.0,0.0,0.0,0,2,[],"[[0, 107, 79], [20, 109, 77]]"
tomo_aec312,0,0,2,0.0,0.0,0.0,0.0,0,2,[],"[[53, 75, 51], [64, 73, 54]]"
tomo_aff073,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_b0e5c6,1,14,0,0.06666666662222222,0.9999999900000002,0.12499999867187499,0.26315789196675904,15,1,"[[66, 78, 115], [68, 81, 107], [81, 74, 115], [44, 75, 116], [33, 79, 111], [68, 10, 65], [62, 105, 66], [27, 77, 113], [92, 82, 108], [97, 80, 111], [104, 77, 114], [79, 104, 64], [75, 101, 70], [15, 75, 110], [54, 14, 65]]","[[47, 82, 119]]"
tomo_b24f1a,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_b80310,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[37, 59, 41]]"
tomo_b9088c,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_b9de3e,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_bb5ac1,0,6,0,0.0,1.0,0.0,0.0,6,0,"[[53, 76, 59], [33, 76, 61], [69, 80, 68], [14, 77, 65], [122, 68, 56], [36, 77, 77]]",[]
tomo_bb9df3,1,2,0,0.3333333322222222,0.9999999900000002,0.49999999375000004,0.714285706122449,3,1,"[[122, 93, 49], [123, 88, 49], [123, 82, 48]]","[[127, 83, 52]]"
tomo_bd42fa,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_bdc097,0,3,0,0.0,1.0,0.0,0.0,3,0,"[[115, 46, 37], [80, 36, 51], [112, 52, 31]]",[]
tomo_bfdf19,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_c00ab5,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[18, 71, 64]]"
tomo_c36b4b,0,4,0,0.0,1.0,0.0,0.0,4,0,"[[73, 92, 61], [36, 91, 67], [75, 121, 80], [77, 93, 67]]",[]
tomo_c38e83,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_c4a4bb,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[118, 82, 65]]"
tomo_c649f8,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[60, 106, 88]]"
tomo_c77de0,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_c925ee,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_c9d07c,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_cacb75,1,2,0,0.3333333322222222,0.9999999900000002,0.49999999375000004,0.714285706122449,3,1,"[[120, 20, 45], [122, 24, 70], [122, 19, 62]]","[[127, 20, 70]]"
tomo_cf0875,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[0, 75, 92]]"
tomo_cf53d0,0,1,1,0.0,0.0,0.0,0.0,1,1,"[[120, 43, 50]]","[[127, 54, 44]]"
tomo_cf5bfc,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_d23087,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[2, 63, 49]]"
tomo_d6e3c7,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_d723cd,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_dbc66d,0,5,0,0.0,1.0,0.0,0.0,5,0,"[[61, 68, 52], [54, 65, 51], [31, 63, 52], [119, 61, 52], [76, 72, 54]]",[]
tomo_dcb9b4,1,1,0,0.4999999975,0.9999999900000002,0.6666666577777778,0.8333333236111112,2,1,"[[122, 62, 51], [122, 66, 46]]","[[67, 66, 50]]"
tomo_e22370,0,0,3,0.0,0.0,0.0,0.0,0,3,[],"[[67, 102, 34], [68, 102, 39], [56, 102, 37]]"
tomo_e2da77,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_e3864f,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_e63ab4,0,0,1,0.0,0.0,0.0,0.0,0,1,[],"[[71, 55, 37]]"
tomo_e685b8,1,3,0,0.249999999375,0.9999999900000002,0.3999999952,0.6249999929687501,4,1,"[[86, 22, 67], [112, 104, 26], [114, 24, 66], [100, 107, 26]]","[[99, 22, 64]]"
tomo_e6f7f7,1,2,0,0.3333333322222222,0.9999999900000002,0.49999999375000004,0.714285706122449,3,1,"[[70, 71, 46], [64, 74, 42], [68, 74, 37]]","[[94, 73, 37]]"
tomo_ec607b,0,0,2,0.0,0.0,0.0,0.0,0,2,[],"[[127, 22, 27], [127, 63, 40]]"
tomo_ecbc12,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_f07244,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_f0adfc,0,2,1,0.0,0.0,0.0,0.0,2,1,"[[5, 75, 87], [5, 71, 88]]","[[89, 73, 93]]"
tomo_f1bf2f,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_f2fa4a,1,1,0,0.4999999975,0.9999999900000002,0.6666666577777778,0.8333333236111112,2,1,"[[6, 52, 79], [5, 66, 78]]","[[0, 58, 83]]"
tomo_f36495,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_f6a38a,0,0,4,0.0,0.0,0.0,0.0,0,4,[],"[[41, 32, 116], [55, 31, 113], [83, 19, 53], [59, 18, 50]]"
tomo_f82a15,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_f8b835,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
tomo_fd5b38,1,1,0,0.4999999975,0.9999999900000002,0.6666666577777778,0.8333333236111112,2,1,"[[121, 71, 82], [91, 68, 85]]","[[98, 69, 86]]"
tomo_fe85f6,0,0,0,1.0,1.0,1.0,1.0,0,0,[],[]
OVERALL,28,231,65,0.10810810810393405,0.30107526878483065,0.15909090519385985,0.2218700445012194,259,93,,
